Date,Close,Return_Pct
2026-07-27,336.61968994140625,
2026-07-28,339.78692626953125,0.9408945533389002
2026-07-29,337.8985900878906,-0.5557412706758247
2026-07-30,333.1426696777344,-1.407499335501572
2026-07-31,308.6438293457031,-7.353858440208272
2026-08-03,303.1585693359375,-1.7772135672998512
2026-08-04,309.1134033203125,1.9642637836096544
2026-08-05,310.7320251464844,0.5236336596166957
2026-08-06,312.14080810546875,0.45337552777839907
2026-08-07,313.05999755859375,0.29447910342259576
2026-08-10,308.260009765625,-1.5332485243728322
2026-08-11,304.9100036621094,-1.0867469011185404
2026-08-12,302.25,-0.8723897642456846
2026-08-13,305.260009765625,0.9958675816790663
2026-08-14,305.92999267578125,0.2194794236790587
2026-08-17,305.5899963378906,-0.11113534012042736
2026-08-18,310.0299987792969,1.4529279409058127
2026-08-19,316.8299865722656,2.1933322000267097
2026-08-20,311.29998779296875,-1.7454152112068244
2026-08-21,309.3500061035156,-0.6263995393247401
2026-08-24,310.3399963378906,0.3200226975407672
